slide_number,title,prompt,character,aspect_ratio
014,プロンプトの5つの要素,"Create a professional illustration: five puzzle pieces fitting together, complete formula. Style: framework diagram. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
015,実習2：プロンプトを改善しよう,"Create a professional illustration: before and after comparison, transformation improvement. Style: hands-on practical. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
016,プロンプト改善の実践,"Create a professional illustration: refinement process, polishing gem concept. Style: workshop activity. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
017,段階的に深掘りする技術,"Create a professional illustration: diving deeper layers, onion peeling concept. Style: technique demonstration. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
018,業務で使えるプロンプト集,"Create a professional illustration: template collection, toolbox of prompts. Style: resource library. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
019,第3部：NanoBanana Proで画像生成,"Create a professional illustration: AI generating colorful images, creative art output. Style: section header, bold and impactful. Modern flat design, clean composition, purple and pink tones, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
020,NanoBanana Proとは？,"Create a professional illustration: image generation AI with sparkles, Gemini 2.5 Flash concept. Style: feature introduction. Modern flat design, clean composition, gradient purple to blue, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
021,NanoBanana Proの使い方,"Create a professional illustration: step by step image generation process. Style: how-to guide. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
022,画像生成プロンプトの基本,"Create a professional illustration: image prompt elements like subject, style, background. Style: framework diagram. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
023,実習3：画像を生成してみよう,"Create a professional illustration: hands-on image creation workshop. Style: practical demonstration. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
024,文字入り画像の生成,"Create a professional illustration: AI creating image with Japanese text overlay. Style: feature highlight. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
025,一貫性のあるキャラクター生成,"Create a professional illustration: same character in different poses, consistency concept. Style: series visualization. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
026,業務での画像生成活用例,"Create a professional illustration: business use cases for AI images, presentation and SNS. Style: use case showcase. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
027,第4部：Canvaでバナー作成,"Create a professional illustration: Canva design tool interface, banner creation. Style: section header, bold and impactful. Modern flat design, clean composition, teal and white colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
028,Canvaとは？,"Create a professional illustration: drag and drop design tool, easy design concept. Style: product introduction. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
029,CanvaでのAI活用,"Create a professional illustration: AI features in design tool, magic wand concept. Style: feature showcase. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
030,バナー作成の流れ,"Create a professional illustration: banner design workflow steps. Style: process flow. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
031,第5部：ディープリサーチ入門,"Create a professional illustration: deep research with magnifying glass, analysis concept. Style: section header, bold and impactful. Modern flat design, clean composition, green and blue tones, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
032,ディープリサーチとは？,"Create a professional illustration: layers of information analysis, strategic research. Style: conceptual visualization. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
033,AIを使う際の注意点,"Create a professional illustration: caution sign with AI, safety guidelines. Style: warning guide. Modern flat design, clean composition, yellow and black accent, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
034,まとめ,"Create a professional illustration: summary recap with key points, checklist complete. Style: conclusion summary. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
035,今日から実践できること,"Create a professional illustration: action items stepping stones, starting today. Style: action plan. Modern flat design, clean composition, vibrant colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
036,ありがとうございました！,"Create a professional illustration: thank you celebration, course completion. Style: closing celebration. Modern flat design, clean composition, warm colors, suitable for educational presentation. No text or words in the image. High quality, 3:4 vertical aspect ratio.",なし,3:4
